,A.1_Bmax,A.1_pfail,A.1_Brate,A.2_Bmax,A.2_pfail,A.2_Brate,A.3_Bmax,A.3_pfail,A.3_Brate,A.4_Bmax,A.4_pfail,A.4_Brate,A.5_Bmax,A.5_pfail,A.5_Brate,discount rate,A.0_ID flood wave shape,Expected Number of Deaths(1/3),Expected Number of Deaths(2/5),Expected Number of Deaths(4)
0,179.30868903488053,0.9887005191150104,"Category('1000', 1000)",154.87267584911348,0.9998372248805868,"Category('1.5', 1.5)",273.5596600903342,0.9998028817287073,"Category('1000', 1000)",112.36314107288212,0.9364865985102534,"Category('1000', 1000)",149.62436676462593,0.9999611199339804,"Category('1.5', 1.5)","Category('1.5', 1.5)",129,0.0,0.0,0.0
