,A.1_Bmax,A.1_pfail,A.1_Brate,A.2_Bmax,A.2_pfail,A.2_Brate,A.3_Bmax,A.3_pfail,A.3_Brate,A.4_Bmax,A.4_pfail,A.4_Brate,A.5_Bmax,A.5_pfail,A.5_Brate,discount rate,A.0_ID flood wave shape,Expected Number of Deaths(1/3),Expected Number of Deaths(2/5),Expected Number of Deaths(4)
0,174.2633173947222,0.33772379679931813,"Category('1000', 1000)",124.0203965185816,9.396791780028751e-05,"Category('1000', 1000)",141.34225786212477,0.043896056641610254,"Category('1.5', 1.5)",40.92167903850999,0.008756681981009297,"Category('1000', 1000)",34.057917745757486,1.3044916758325103e-05,"Category('1.5', 1.5)","Category('2.5', 2.5)",123,1.7374595741235108,0.6561745602854518,0.026275681184793915
