,c1,c2,r1,r2,w1,max_P,utility,inertia,reliability
0,0.28500908093780625,0.6083859986664182,0.34277122336428967,1.3140654403140766,0.5043177549609583,0.1938380349774995,0.5203164813969061,0.9900000000000014,1.0000000000000007
8,0.26957454026458805,-0.3002658521119239,0.06604141568347148,1.317542626310773,0.758473035652425,0.3569295883695725,0.6106130753815293,0.9892000000000014,0.9555000000000007
14,0.28337396238371426,0.3336481682032525,0.6828066816716089,1.7288240808006012,0.5601669031817604,0.09991892444678871,0.26221313014773073,0.9900000000000014,1.0000000000000007
