,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,0_RfR,1_RfR,2_RfR,3_RfR,4_RfR,EWS_DaysToThreat,Expected Number of Deaths(1/3),Expected Number of Deaths(2/5),Expected Number of Deaths(4),Dike Investment Costs(1/3),Dike Investment Costs(2/5),Dike Investment Costs(4),RfR Total Costs,Expected Evacuation Costs
11,0,7,0,0,3,0,0,1,0,0,0,1.5954273430579846,0.6005021686867998,0.02593371599663065,0.0,85390701.44555071,0.0,30700000.0,0.0
12,0,6,0,0,3,1,0,1,0,0,0,1.007329255323779,0.6281200694461772,0.02593371599663065,0.0,81427944.08808179,0.0,115300000.0,0.0
13,0,6,3,1,0,0,0,1,0,0,2,0.12723707387997735,0.0942180104169266,0.0038900573994945973,21877775.981299564,53986709.40172981,6111949.7568392595,30700000.0,54904.80700021601
14,0,0,2,3,4,0,0,1,0,1,1,0.4444661780296354,0.2261232250006238,0.007106455029922517,20727091.370783716,29179620.34321382,7642842.87314358,286800000.0,38513.98075249596
15,3,6,4,0,6,0,0,0,0,0,0,0.3581838822917725,0.6418038797750323,0.02593371599663065,61319233.887297735,86907288.43439588,0.0,0.0,0.0
16,0,0,1,3,3,1,0,1,0,1,1,0.36049357330027176,0.2261232250006238,0.007106455029922517,19628562.840069227,27441234.686351985,7642842.87314358,371400000.0,39297.71561289931
17,5,0,1,1,1,1,1,1,1,1,3,0.10276917375567571,0.065890182771232,0.002241733146279586,65254427.91275529,24209939.73055957,6111949.7568392595,710400000.0,72826.29502060423
18,0,0,2,0,6,0,0,1,1,1,1,0.39827200036749155,0.19767054831369602,0.006725199438838758,20727091.370783716,32920579.03266607,0.0,408000000.0,34725.86057227972
19,0,4,6,0,0,1,0,1,0,0,0,0.044263923235072535,0.6281200694461772,0.02593371599663065,25666062.731524862,46648215.31366988,0.0,115300000.0,0.0
20,0,5,1,1,6,1,0,0,0,0,1,0.3966301214550115,0.23104939671901165,0.009336137758787031,19628562.840069227,83143137.3641768,6111949.7568392595,84600000.0,40301.20475420825
21,2,3,5,0,6,0,0,1,0,0,3,0.0077842155202458635,0.07537440833354127,0.0031120459195956773,59178755.25860901,76175825.73447946,0.0,30700000.0,52895.433627148865
22,5,0,0,6,1,1,0,1,0,0,1,0.3598807591770573,0.2261232250006238,0.0036226047959821497,45625865.07268606,24209939.73055957,10288445.546812398,115300000.0,38293.927998302504
23,4,0,4,0,2,1,0,1,1,0,3,0.008392667737912142,0.065890182771232,0.0026212359420034405,64913502.723535255,25785870.637234025,0.0,236500000.0,48191.42330646289
24,0,0,0,7,4,1,0,1,0,1,4,0.12016452443342392,0.07537440833354127,0.00037439228422401556,0.0,29179620.34321382,11272591.42225772,371400000.0,90984.2872377673
25,2,7,8,3,0,0,0,0,0,0,0,0.02956189179668287,0.6418038797750323,0.02475436231362238,63330728.851686895,57949466.75919872,7642842.87314358,0.0,0.0
26,3,0,0,2,0,1,1,0,0,0,0,1.0940898575430786,0.6418038797750323,0.02593371599663065,38236335.47388908,0.0,6855554.988995028,302400000.0,0.0
27,0,1,1,1,0,0,0,1,1,0,2,0.23642554546866723,0.08236272846404002,0.0032765449275043014,19628562.840069227,36981434.68571546,6111949.7568392595,151900000.0,70093.21936806223
28,0,2,0,1,5,0,0,0,0,1,1,0.6041497943635946,0.23104939671901165,0.008092102818849192,0.0,71040337.51535247,6111949.7568392595,256100000.00000003,44843.07106682539
29,8,0,8,2,2,1,0,0,0,0,0,0.017910913185344764,0.6418038797750323,0.02593371599663065,86811904.49118099,25785870.637234025,6855554.988995028,84600000.0,0.0
30,0,5,3,3,4,0,0,0,0,0,3,0.1699257312175333,0.07701646557300387,0.0029705234776346854,21877775.981299564,79402178.67472455,7642842.87314358,0.0,84123.75219645048
31,0,3,1,10,7,0,0,0,0,0,0,1.6898484251092374,0.6418038797750323,0.0007315512307190693,19628562.840069227,78186363.33127865,14567119.248281786,0.0,0.0
32,0,4,2,2,4,0,0,1,0,0,0,1.2784202870252526,0.6281200694461772,0.02593371599663065,20727091.370783716,75827835.6568837,6855554.988995028,30700000.0,0.0
33,0,10,1,2,0,0,0,0,1,0,0,1.6473027492089571,0.34409289371938384,0.02090350508284749,19628562.840069227,71123148.43421406,6855554.988995028,121200000.0,0.0
34,1,0,2,3,1,0,0,1,0,1,1,0.25466902524453405,0.2261232250006238,0.007106455029922517,52341694.427733995,24209939.73055957,7642842.87314358,286800000.0,34331.94450299133
35,5,0,0,3,4,1,0,1,0,0,4,0.11996025305901908,0.07537440833354127,0.0029705234776346854,45625865.07268606,29179620.34321382,7642842.87314358,115300000.0,95399.9219614267
36,2,0,5,3,0,0,0,1,0,0,2,0.009730269400307332,0.0942180104169266,0.003713154347043357,59178755.25860901,0.0,7642842.87314358,30700000.0,42316.38641211782
37,0,1,0,9,1,1,0,0,0,0,1,0.3966301214550115,0.23104939671901165,0.0005554355926601034,0.0,61191374.416275024,13409244.381847173,84600000.0,38150.91986460529
38,7,0,0,0,7,1,0,1,0,0,3,0.11996025305901908,0.07537440833354127,0.0031120459195956773,53857936.79523132,34931116.629465275,0.0,115300000.0,82094.90818931715
39,5,7,0,6,0,0,0,0,0,0,3,0.13129078290516943,0.07701646557300387,0.0012075349319940498,45625865.07268606,57949466.75919872,10288445.546812398,0.0,79885.20796244062
40,1,0,1,6,0,1,0,0,1,0,3,0.1261853017971358,0.06744385337887336,0.0010747164586183394,51243165.897019506,0.0,10288445.546812398,205800000.0,75172.51164929825
