,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,0_RfR,1_RfR,2_RfR,3_RfR,4_RfR,EWS_DaysToThreat,Expected Number of Deaths(1/3),Expected Number of Deaths(2/5),Expected Number of Deaths(4),Dike Investment Costs(1/3),Dike Investment Costs(2/5),Dike Investment Costs(4),RfR Total Costs,Expected Evacuation Costs
0,3,0,0,2,0,1,1,0,0,0,0,1.0940898575430786,0.6418038797750323,0.02593371599663065,38236335.47388908,0.0,6855554.988995028,302400000.0,0.0
1,1,0,1,6,0,1,0,0,1,0,3,0.1261853017971358,0.06744385337887336,0.0010747164586183394,51243165.897019506,0.0,10288445.546812398,205800000.0,75172.51164929825
2,1,0,0,2,0,1,0,1,0,1,0,0.9937105571132461,0.6281200694461772,0.02153793561851102,31614603.05695028,0.0,6855554.988995028,371400000.0,0.0
3,5,0,0,4,0,0,0,0,0,1,0,1.0824353056660487,0.6418038797750323,0.016477787320579265,45625865.07268606,0.0,8475930.487777907,256100000.00000003,0.0
4,0,0,0,9,0,0,0,0,0,0,1,0.6083454330393254,0.23104939671901165,0.0005554355926601034,0.0,0.0,13409244.381847173,0.0,42919.02986681776
5,0,5,1,0,6,0,0,0,0,0,4,0.20278181101310847,0.07701646557300387,0.0031120459195956773,19628562.840069227,83143137.3641768,0.0,0.0,108448.03863263733
6,6,0,10,3,0,0,0,0,0,0,0,0.0,0.6418038797750323,0.02475436231362238,81228732.23542452,0.0,7642842.87314358,0.0,0.0
7,0,0,0,2,1,0,0,0,0,0,1,0.6083454330393254,0.23104939671901165,0.009336137758787031,0.0,24209939.73055957,6855554.988995028,0.0,45069.31475642071
8,0,0,2,3,0,0,0,1,1,1,1,0.39827200036749155,0.19767054831369602,0.005119144356763601,20727091.370783716,0.0,7642842.87314358,408000000.0,34125.63122288864
9,1,3,0,1,4,0,0,0,0,0,3,0.13951609341807467,0.07701646557300387,0.0031120459195956773,31614603.05695028,72434867.0450272,6111949.7568392595,0.0,84330.01192051443
10,0,7,0,1,0,0,0,1,0,0,0,1.5954273430579846,0.6005021686867998,0.02593371599663065,0.0,57949466.75919872,6111949.7568392595,30700000.0,0.0
11,7,0,0,2,0,0,0,1,0,0,0,0.9996687754918258,0.6281200694461772,0.02593371599663065,53857936.79523132,0.0,6855554.988995028,30700000.0,0.0
12,0,5,0,0,7,0,0,0,0,0,4,0.20278181101310847,0.07701646557300387,0.0031120459195956773,0.0,85153674.960976,0.0,0.0,108448.03863263733
13,1,0,7,1,0,0,1,0,0,0,3,0.004675909914600616,0.07701646557300387,0.0031120459195956773,58663761.82326566,0.0,6111949.7568392595,217800000.0,52674.81981921094
14,0,5,0,0,1,1,0,0,0,0,4,0.13221004048500382,0.07701646557300387,0.0031120459195956773,0.0,74432498.0620703,0.0,84600000.0,96974.7739398136
15,0,0,3,1,0,1,0,0,1,1,1,0.2073519734209019,0.20233156013662007,0.006725199438838758,21877775.981299564,0.0,6111949.7568392595,461900000.0,30300.85275057966
16,3,4,3,0,7,0,0,0,0,0,3,0.09843470310959425,0.07701646557300387,0.0031120459195956773,60114111.45518865,81579331.94313516,0.0,0.0,74490.72667468591
17,0,0,1,0,1,0,0,1,0,0,3,0.19145128116695811,0.07537440833354127,0.0031120459195956773,19628562.840069227,24209939.73055957,0.0,30700000.0,92051.480219176
18,0,1,0,0,4,1,0,0,0,1,0,1.090095785498002,0.6418038797750323,0.022478063385692203,0.0,66161055.02892928,0.0,340700000.0,0.0
