,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,0_RfR,1_RfR,2_RfR,3_RfR,4_RfR,EWS_DaysToThreat,Expected Number of Deaths(1/3),Expected Number of Deaths(2/5),Expected Number of Deaths(4),Dike Investment Costs(1/3),Dike Investment Costs(2/5),Dike Investment Costs(4),RfR Total Costs,Expected Evacuation Costs
0,0,10,6,0,7,0,0,1,1,0,1,0.0,0.0,0.0,25666062.731524862,106054265.06367934,0.0,151900000.0,0.0
1,9,0,8,0,7,1,0,0,0,1,0,0.0,0.0,0.0,91510785.91837561,34931116.629465275,0.0,340700000.0,0.0
2,0,3,0,1,2,0,1,0,0,1,4,0.0,0.0,0.0,0.0,69041117.3390474,6111949.7568392595,473900000.0,0.0
3,8,6,8,0,0,1,1,0,0,0,1,0.0,0.0,3.7076340802242494e-05,86811904.49118099,53986709.40172981,0.0,302400000.0,5.51022833045737
4,0,9,2,6,2,1,0,0,0,0,2,0.0,0.0,0.0,20727091.370783716,92293777.87358409,10288445.546812398,84600000.0,0.0
5,4,0,0,6,6,1,0,1,0,0,4,0.0,0.0,0.0,41830604.310126595,32920579.03266607,10288445.546812398,115300000.0,0.0
6,0,4,0,2,2,0,0,0,0,1,2,0.0,0.0,0.0,0.0,72434085.9509039,6855554.988995028,256100000.00000003,0.0
7,3,0,0,1,4,0,1,1,0,0,4,0.0,0.0,0.0,38236335.47388908,29179620.34321382,6111949.7568392595,248500000.0,0.0
8,3,5,5,0,8,1,0,1,0,0,1,0.0,0.0,3.7076340802242494e-05,62581170.92102103,87263176.51003873,0.0,115300000.0,5.51022833045737
9,7,6,7,1,0,1,0,1,0,0,0,0.0,0.0,0.0,80907095.5615467,53986709.40172981,6111949.7568392595,115300000.0,0.0
10,7,2,0,4,0,0,0,0,1,0,1,0.0,0.0,0.0,53857936.79523132,40035568.95027335,8475930.487777907,121200000.0,0.0
11,7,3,9,0,3,0,0,0,1,1,1,0.0,0.0,0.0,83869747.12715568,70696481.38816537,0.0,377300000.0,0.0
12,1,2,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,31614603.05695028,40035568.95027335,6111949.7568392595,217800000.0,0.0
13,8,4,7,0,4,0,0,1,0,0,1,0.0,0.0,3.7076340802242494e-05,85364254.21728654,75827835.6568837,0.0,30700000.0,5.51022833045737
14,0,6,2,1,7,0,1,0,0,0,0,0.0,0.0,0.0,20727091.370783716,88917826.03119507,6111949.7568392595,217800000.0,0.0
15,3,2,2,1,1,0,0,1,0,0,4,0.0,0.0,0.0,58963426.8446728,64245508.68083292,6111949.7568392595,30700000.0,0.0
16,3,0,5,5,1,0,0,1,0,0,4,0.0,0.0,0.0,62581170.92102103,24209939.73055957,9357028.590224184,30700000.0,0.0
17,0,1,1,1,6,0,1,1,0,0,0,0.0,0.0,0.0,19628562.840069227,69902013.71838152,6111949.7568392595,248500000.0,0.0
18,0,0,1,5,0,0,0,0,1,0,1,0.0,0.0,0.0,19628562.840069227,0.0,9357028.590224184,121200000.0,0.0
19,9,8,1,0,7,0,0,0,0,0,2,0.0,0.0,1.544847533426771e-05,82642539.71823502,97051124.92580771,0.0,0.0,9.147840001735867
20,0,3,6,1,1,0,0,0,0,0,2,0.0,0.0,0.0,25666062.731524862,67465186.43237296,6111949.7568392595,0.0,0.0
21,0,9,1,3,1,1,0,1,0,0,2,0.0,0.0,0.0,19628562.840069227,90717846.96690963,7642842.87314358,115300000.0,0.0
22,0,0,0,7,7,0,0,1,0,0,2,0.0,0.0,0.0,0.0,34931116.629465275,11272591.42225772,30700000.0,0.0
23,0,0,4,4,9,0,0,1,0,1,3,0.0,0.0,0.0,23082898.413408656,39253499.44675949,8475930.487777907,286800000.0,0.0
24,1,5,4,0,2,0,0,0,1,0,4,0.0,0.0,0.0,54697501.47035894,76008428.96874475,0.0,121200000.0,0.0
25,0,6,4,1,0,1,0,0,0,1,0,0.0,0.0,0.0,23082898.413408656,53986709.40172981,6111949.7568392595,340700000.0,0.0
26,1,7,6,1,0,0,0,1,1,0,0,0.0,0.0,0.0,57280665.78847514,57949466.75919872,6111949.7568392595,151900000.0,0.0
27,0,7,0,7,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,88954235.32427785,11272591.42225772,0.0,0.0
28,1,2,3,0,2,0,0,1,1,1,3,0.0,0.0,0.0,53492379.03824984,65821439.587507375,0.0,408000000.0,0.0
29,0,1,4,1,1,0,1,1,0,0,0,0.0,0.0,0.0,23082898.413408656,61191374.416275024,6111949.7568392595,248500000.0,0.0
30,0,6,1,5,0,1,0,1,0,0,3,0.0,0.0,0.0,19628562.840069227,53986709.40172981,9357028.590224184,115300000.0,0.0
31,4,0,8,2,0,1,0,1,0,0,0,0.0,0.0,0.0,70327413.35033642,0.0,6855554.988995028,115300000.0,0.0
